audio_path,face_path,identity,facenet_feats_path,label,wav2vec2_feats_path,wav2vec2id_feats_path,wavlmsv_feats_path,ecappa_feats_path
./v1/voices/id0028/English/REIQ9Vlh0Lk/00028.wav,./v1/faces/id0028/English/REIQ9Vlh0Lk/0026925.jpg,id0028,./facenetfeats/v1/faces/id0028/English/REIQ9Vlh0Lk/0026925.npy,27.0,./wav2vec2feats/v1/voices/id0028/English/REIQ9Vlh0Lk/00028.npy,./wav2vec2featsid/v1/voices/id0028/English/REIQ9Vlh0Lk/00028.npy,./wavlmsvfeats/v1/voices/id0028/English/REIQ9Vlh0Lk/00028.npy,./ecappafeats/v1/voices/id0028/English/REIQ9Vlh0Lk/00028.npy
./v1/voices/id0003/English/PFHTzgQ_Bxg/00007.wav,./v1/faces/id0003/English/PFHTzgQ_Bxg/0019500.jpg,id0003,./facenetfeats/v1/faces/id0003/English/PFHTzgQ_Bxg/0019500.npy,2.0,./wav2vec2feats/v1/voices/id0003/English/PFHTzgQ_Bxg/00007.npy,./wav2vec2featsid/v1/voices/id0003/English/PFHTzgQ_Bxg/00007.npy,./wavlmsvfeats/v1/voices/id0003/English/PFHTzgQ_Bxg/00007.npy,./ecappafeats/v1/voices/id0003/English/PFHTzgQ_Bxg/00007.npy
./v1/voices/id0052/English/uX3Q8CzGyVk/00022.wav,./v1/faces/id0052/English/uX3Q8CzGyVk/0007050.jpg,id0052,./facenetfeats/v1/faces/id0052/English/uX3Q8CzGyVk/0007050.npy,51.0,./wav2vec2feats/v1/voices/id0052/English/uX3Q8CzGyVk/00022.npy,./wav2vec2featsid/v1/voices/id0052/English/uX3Q8CzGyVk/00022.npy,./wavlmsvfeats/v1/voices/id0052/English/uX3Q8CzGyVk/00022.npy,./ecappafeats/v1/voices/id0052/English/uX3Q8CzGyVk/00022.npy
./v1/voices/id0003/English/sHbyLrzEByw/00006.wav,./v1/faces/id0003/English/sHbyLrzEByw/0015150.jpg,id0003,./facenetfeats/v1/faces/id0003/English/sHbyLrzEByw/0015150.npy,2.0,./wav2vec2feats/v1/voices/id0003/English/sHbyLrzEByw/00006.npy,./wav2vec2featsid/v1/voices/id0003/English/sHbyLrzEByw/00006.npy,./wavlmsvfeats/v1/voices/id0003/English/sHbyLrzEByw/00006.npy,./ecappafeats/v1/voices/id0003/English/sHbyLrzEByw/00006.npy
./v1/voices/id0003/English/O_wAm_ewgz4/00010.wav,./v1/faces/id0003/English/O_wAm_ewgz4/0006350.jpg,id0003,./facenetfeats/v1/faces/id0003/English/O_wAm_ewgz4/0006350.npy,2.0,./wav2vec2feats/v1/voices/id0003/English/O_wAm_ewgz4/00010.npy,./wav2vec2featsid/v1/voices/id0003/English/O_wAm_ewgz4/00010.npy,./wavlmsvfeats/v1/voices/id0003/English/O_wAm_ewgz4/00010.npy,./ecappafeats/v1/voices/id0003/English/O_wAm_ewgz4/00010.npy
./v1/voices/id0009/English/ACwVcpt8MFA/00023.wav,./v1/faces/id0009/English/ACwVcpt8MFA/0020850.jpg,id0009,./facenetfeats/v1/faces/id0009/English/ACwVcpt8MFA/0020850.npy,8.0,./wav2vec2feats/v1/voices/id0009/English/ACwVcpt8MFA/00023.npy,./wav2vec2featsid/v1/voices/id0009/English/ACwVcpt8MFA/00023.npy,./wavlmsvfeats/v1/voices/id0009/English/ACwVcpt8MFA/00023.npy,./ecappafeats/v1/voices/id0009/English/ACwVcpt8MFA/00023.npy
./v1/voices/id0001/English/SpfaJtrTMfc/00025.wav,./v1/faces/id0001/English/SpfaJtrTMfc/0009475.jpg,id0001,./facenetfeats/v1/faces/id0001/English/SpfaJtrTMfc/0009475.npy,0.0,./wav2vec2feats/v1/voices/id0001/English/SpfaJtrTMfc/00025.npy,./wav2vec2featsid/v1/voices/id0001/English/SpfaJtrTMfc/00025.npy,./wavlmsvfeats/v1/voices/id0001/English/SpfaJtrTMfc/00025.npy,./ecappafeats/v1/voices/id0001/English/SpfaJtrTMfc/00025.npy
./v1/voices/id0004/English/rBsu9LpkSiU/00001.wav,./v1/faces/id0004/English/rBsu9LpkSiU/0002325.jpg,id0004,./facenetfeats/v1/faces/id0004/English/rBsu9LpkSiU/0002325.npy,3.0,./wav2vec2feats/v1/voices/id0004/English/rBsu9LpkSiU/00001.npy,./wav2vec2featsid/v1/voices/id0004/English/rBsu9LpkSiU/00001.npy,./wavlmsvfeats/v1/voices/id0004/English/rBsu9LpkSiU/00001.npy,./ecappafeats/v1/voices/id0004/English/rBsu9LpkSiU/00001.npy
./v1/voices/id0011/English/ymgOryA8uUQ/00011.wav,./v1/faces/id0011/English/ymgOryA8uUQ/0019500.jpg,id0011,./facenetfeats/v1/faces/id0011/English/ymgOryA8uUQ/0019500.npy,10.0,./wav2vec2feats/v1/voices/id0011/English/ymgOryA8uUQ/00011.npy,./wav2vec2featsid/v1/voices/id0011/English/ymgOryA8uUQ/00011.npy,./wavlmsvfeats/v1/voices/id0011/English/ymgOryA8uUQ/00011.npy,./ecappafeats/v1/voices/id0011/English/ymgOryA8uUQ/00011.npy
./v1/voices/id0036/English/5GQWs99-yFI/00027.wav,./v1/faces/id0036/English/5GQWs99-yFI/0028425.jpg,id0036,./facenetfeats/v1/faces/id0036/English/5GQWs99-yFI/0028425.npy,35.0,./wav2vec2feats/v1/voices/id0036/English/5GQWs99-yFI/00027.npy,./wav2vec2featsid/v1/voices/id0036/English/5GQWs99-yFI/00027.npy,./wavlmsvfeats/v1/voices/id0036/English/5GQWs99-yFI/00027.npy,./ecappafeats/v1/voices/id0036/English/5GQWs99-yFI/00027.npy
./v1/voices/id0012/English/fvt3f_xZZl0/00000.wav,./v1/faces/id0012/English/fvt3f_xZZl0/0012175.jpg,id0012,./facenetfeats/v1/faces/id0012/English/fvt3f_xZZl0/0012175.npy,11.0,./wav2vec2feats/v1/voices/id0012/English/fvt3f_xZZl0/00000.npy,./wav2vec2featsid/v1/voices/id0012/English/fvt3f_xZZl0/00000.npy,./wavlmsvfeats/v1/voices/id0012/English/fvt3f_xZZl0/00000.npy,./ecappafeats/v1/voices/id0012/English/fvt3f_xZZl0/00000.npy
./v1/voices/id0034/English/07wxyvO4K14/00006.wav,./v1/faces/id0034/English/07wxyvO4K14/0008800.jpg,id0034,./facenetfeats/v1/faces/id0034/English/07wxyvO4K14/0008800.npy,33.0,./wav2vec2feats/v1/voices/id0034/English/07wxyvO4K14/00006.npy,./wav2vec2featsid/v1/voices/id0034/English/07wxyvO4K14/00006.npy,./wavlmsvfeats/v1/voices/id0034/English/07wxyvO4K14/00006.npy,./ecappafeats/v1/voices/id0034/English/07wxyvO4K14/00006.npy
./v1/voices/id0005/English/GuO4KvXh7Js/00003.wav,./v1/faces/id0005/English/GuO4KvXh7Js/0006175.jpg,id0005,./facenetfeats/v1/faces/id0005/English/GuO4KvXh7Js/0006175.npy,4.0,./wav2vec2feats/v1/voices/id0005/English/GuO4KvXh7Js/00003.npy,./wav2vec2featsid/v1/voices/id0005/English/GuO4KvXh7Js/00003.npy,./wavlmsvfeats/v1/voices/id0005/English/GuO4KvXh7Js/00003.npy,./ecappafeats/v1/voices/id0005/English/GuO4KvXh7Js/00003.npy
