audio_path,face_path,identity,facenet_feats_path,label,wav2vec2_feats_path,wav2vec2id_feats_path,wavlmsv_feats_path,ecappa_feats_path
./v1/voices/id0066/Urdu/oBIwV9DAjsY/00004.wav,./v1/faces/id0066/Urdu/oBIwV9DAjsY/0001875.jpg,id0066,./facenetfeats/v1/faces/id0066/Urdu/oBIwV9DAjsY/0001875.npy,65.0,./wav2vec2feats/v1/voices/id0066/Urdu/oBIwV9DAjsY/00004.npy,./wav2vec2featsid/v1/voices/id0066/Urdu/oBIwV9DAjsY/00004.npy,./wavlmsvfeats/v1/voices/id0066/Urdu/oBIwV9DAjsY/00004.npy,./ecappafeats/v1/voices/id0066/Urdu/oBIwV9DAjsY/00004.npy
./v1/voices/id0067/Urdu/1qgiKG_IikQ/00036.wav,./v1/faces/id0067/Urdu/1qgiKG_IikQ/0015250.jpg,id0067,./facenetfeats/v1/faces/id0067/Urdu/1qgiKG_IikQ/0015250.npy,66.0,./wav2vec2feats/v1/voices/id0067/Urdu/1qgiKG_IikQ/00036.npy,./wav2vec2featsid/v1/voices/id0067/Urdu/1qgiKG_IikQ/00036.npy,./wavlmsvfeats/v1/voices/id0067/Urdu/1qgiKG_IikQ/00036.npy,./ecappafeats/v1/voices/id0067/Urdu/1qgiKG_IikQ/00036.npy
./v1/voices/id0018/Urdu/pmc_Gy2VFho/00006.wav,./v1/faces/id0018/Urdu/pmc_Gy2VFho/0032100.jpg,id0018,./facenetfeats/v1/faces/id0018/Urdu/pmc_Gy2VFho/0032100.npy,17.0,./wav2vec2feats/v1/voices/id0018/Urdu/pmc_Gy2VFho/00006.npy,./wav2vec2featsid/v1/voices/id0018/Urdu/pmc_Gy2VFho/00006.npy,./wavlmsvfeats/v1/voices/id0018/Urdu/pmc_Gy2VFho/00006.npy,./ecappafeats/v1/voices/id0018/Urdu/pmc_Gy2VFho/00006.npy
./v1/voices/id0010/Urdu/6A45b2eTEo0/00010.wav,./v1/faces/id0010/Urdu/6A45b2eTEo0/0009450.jpg,id0010,./facenetfeats/v1/faces/id0010/Urdu/6A45b2eTEo0/0009450.npy,9.0,./wav2vec2feats/v1/voices/id0010/Urdu/6A45b2eTEo0/00010.npy,./wav2vec2featsid/v1/voices/id0010/Urdu/6A45b2eTEo0/00010.npy,./wavlmsvfeats/v1/voices/id0010/Urdu/6A45b2eTEo0/00010.npy,./ecappafeats/v1/voices/id0010/Urdu/6A45b2eTEo0/00010.npy
./v1/voices/id0041/Urdu/P7JSakYRrd8/00014.wav,./v1/faces/id0041/Urdu/P7JSakYRrd8/0003975.jpg,id0041,./facenetfeats/v1/faces/id0041/Urdu/P7JSakYRrd8/0003975.npy,40.0,./wav2vec2feats/v1/voices/id0041/Urdu/P7JSakYRrd8/00014.npy,./wav2vec2featsid/v1/voices/id0041/Urdu/P7JSakYRrd8/00014.npy,./wavlmsvfeats/v1/voices/id0041/Urdu/P7JSakYRrd8/00014.npy,./ecappafeats/v1/voices/id0041/Urdu/P7JSakYRrd8/00014.npy
./v1/voices/id0018/Urdu/HsnX3SU6HEQ/00011.wav,./v1/faces/id0018/Urdu/HsnX3SU6HEQ/0016150.jpg,id0018,./facenetfeats/v1/faces/id0018/Urdu/HsnX3SU6HEQ/0016150.npy,17.0,./wav2vec2feats/v1/voices/id0018/Urdu/HsnX3SU6HEQ/00011.npy,./wav2vec2featsid/v1/voices/id0018/Urdu/HsnX3SU6HEQ/00011.npy,./wavlmsvfeats/v1/voices/id0018/Urdu/HsnX3SU6HEQ/00011.npy,./ecappafeats/v1/voices/id0018/Urdu/HsnX3SU6HEQ/00011.npy
./v1/voices/id0001/Urdu/VevsRvBuoSg/00061.wav,./v1/faces/id0001/Urdu/VevsRvBuoSg/0043750.jpg,id0001,./facenetfeats/v1/faces/id0001/Urdu/VevsRvBuoSg/0043750.npy,0.0,./wav2vec2feats/v1/voices/id0001/Urdu/VevsRvBuoSg/00061.npy,./wav2vec2featsid/v1/voices/id0001/Urdu/VevsRvBuoSg/00061.npy,./wavlmsvfeats/v1/voices/id0001/Urdu/VevsRvBuoSg/00061.npy,./ecappafeats/v1/voices/id0001/Urdu/VevsRvBuoSg/00061.npy
./v1/voices/id0043/Urdu/6hf-RQmsLTg/00007.wav,./v1/faces/id0043/Urdu/6hf-RQmsLTg/0012750.jpg,id0043,./facenetfeats/v1/faces/id0043/Urdu/6hf-RQmsLTg/0012750.npy,42.0,./wav2vec2feats/v1/voices/id0043/Urdu/6hf-RQmsLTg/00007.npy,./wav2vec2featsid/v1/voices/id0043/Urdu/6hf-RQmsLTg/00007.npy,./wavlmsvfeats/v1/voices/id0043/Urdu/6hf-RQmsLTg/00007.npy,./ecappafeats/v1/voices/id0043/Urdu/6hf-RQmsLTg/00007.npy
./v1/voices/id0001/Urdu/VevsRvBuoSg/00047.wav,./v1/faces/id0001/Urdu/VevsRvBuoSg/0021450.jpg,id0001,./facenetfeats/v1/faces/id0001/Urdu/VevsRvBuoSg/0021450.npy,0.0,./wav2vec2feats/v1/voices/id0001/Urdu/VevsRvBuoSg/00047.npy,./wav2vec2featsid/v1/voices/id0001/Urdu/VevsRvBuoSg/00047.npy,./wavlmsvfeats/v1/voices/id0001/Urdu/VevsRvBuoSg/00047.npy,./ecappafeats/v1/voices/id0001/Urdu/VevsRvBuoSg/00047.npy
./v1/voices/id0069/Urdu/9K0_Ba3uRQ8/00035.wav,./v1/faces/id0069/Urdu/9K0_Ba3uRQ8/0012225.jpg,id0069,./facenetfeats/v1/faces/id0069/Urdu/9K0_Ba3uRQ8/0012225.npy,68.0,./wav2vec2feats/v1/voices/id0069/Urdu/9K0_Ba3uRQ8/00035.npy,./wav2vec2featsid/v1/voices/id0069/Urdu/9K0_Ba3uRQ8/00035.npy,./wavlmsvfeats/v1/voices/id0069/Urdu/9K0_Ba3uRQ8/00035.npy,./ecappafeats/v1/voices/id0069/Urdu/9K0_Ba3uRQ8/00035.npy
